J001_京都オフィス（StartupSide Kyoto）	第四インキュ	132:56:00	0:00:00	0:00:00	0:00:00	132:56:00	0:00:00
J002_大阪オフィス（StartupSide Osaka）	第四インキュ	121:33:00	0:00:00	0:00:00	0:00:00	121:33:00	0:00:00
J003_StartupSide Tokyo（東京自主インキュ）	第一インキュ	237:31:00	237:31:00	0:00:00	0:00:00	0:00:00	0:00:00
J004_支援人材教育	本部	5:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J007_グローバル事業	事業開発	63:00:00	0:00:00	0:00:00	0:00:00	0:00:00	63:00:00
J008_商品開発事業	第四インキュ	11:22:00	0:00:00	0:00:00	0:00:00	11:22:00	0:00:00
J009_お通り男史プロジェクト	第四インキュ	12:26:00	0:00:00	0:00:00	0:00:00	12:26:00	0:00:00
J010_SEEDex	事業開発	54:29:00	0:00:00	0:00:00	0:00:00	0:00:00	54:29:00
J017_おやじキャンプ飯ビジネスプロデュース事業	第四インキュ	7:06:00	0:00:00	0:00:00	0:00:00	7:06:00	0:00:00
J023_イノベリア	事業開発	2:00:00	0:00:00	0:00:00	0:00:00	0:00:00	2:00:00
J028_ビジネスセンター名古屋錦（StartupSide Nagoya）	第二インキュ	168:41:00	0:00:00	168:41:00	0:00:00	0:00:00	0:00:00
J029_StartupSide Moriya（守谷自主インキュ）	第一インキュ	128:56:00	128:56:00	0:00:00	0:00:00	0:00:00	0:00:00
J030_投資_ストーリア	投資先	1:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J037_クリプトアニメラボLLP	第四インキュ	25:01:00	0:00:00	0:00:00	0:00:00	25:01:00	0:00:00
J039_ミライクルラボ	子会社	171:35:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J040_EV System	子会社	9:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J041_ヨムリエ	本部	63:01:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J042_起業支援ラボ	本部	27:15:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J043_Evocare	子会社	22:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J044_人材事業	事業開発	382:21:00	0:00:00	0:00:00	0:00:00	0:00:00	382:21:00
J045_ツクリエビジネスプランコンテスト	事業開発	66:20:00	0:00:00	0:00:00	0:00:00	0:00:00	66:20:00
J049_ISMS取得	本部	44:07:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J051_StartupSide Magazine	本部	14:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J052_起業支援者教育事業	本部	50:25:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J053_アニハッチ	子会社	39:25:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J054_StartupSide Tokyo 7F移転プロジェクト	本部	7:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J055_プロデュース委員会	本部	27:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J056_情報システム委員会	本部	9:30:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J057_周年イベント委員会	本部	26:39:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J059_StartupSide委員会	本部	9:53:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J060_社長室	本部	160:30:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J061_イベント戦略室	第四インキュ	77:44:00	0:00:00	0:00:00	0:00:00	77:44:00	0:00:00
J062_ツクリエインド	子会社	3:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
J063_スタートアップビザ	事業開発	3:30:00	0:00:00	0:00:00	0:00:00	0:00:00	3:30:00
J064_AI人物探索「Athena -アテナ-」	本部	6:00:00	0:00:00	0:00:00	0:00:00	0:00:00	0:00:00
P25001_Startup Hub Tokyo 丸の内	第一インキュ	1684:08:00	1684:08:00	0:00:00	0:00:00	0:00:00	0:00:00
P25002_六郷BASE	第三インキュ	1195:00:00	0:00:00	0:00:00	1195:00:00	0:00:00	0:00:00
P25003_メグリバ(コワーキング)	第二インキュ	503:25:00	0:00:00	503:25:00	0:00:00	0:00:00	0:00:00
P25004_メグリバ(カフェ・ショップ)	第二インキュ	167:08:00	0:00:00	167:08:00	0:00:00	0:00:00	0:00:00
P25005_イデタチ東京・ツムギバ	第一インキュ	388:09:00	388:09:00	0:00:00	0:00:00	0:00:00	0:00:00
P25006_南相馬市産業創造センター	第三インキュ	27:30:00	0:00:00	0:00:00	27:30:00	0:00:00	0:00:00
P25007_TCIC	第四インキュ	1028:41:00	0:00:00	0:00:00	0:00:00	1028:41:00	0:00:00
P25008_嘉手納町マルチメディアセンター	第一インキュ	163:33:00	163:33:00	0:00:00	0:00:00	0:00:00	0:00:00
P25009_かわさき新産業創造センター	第三インキュ	504:19:00	0:00:00	0:00:00	504:19:00	0:00:00	0:00:00
P25010_東京農工大学西東京国際イノベーション共創拠点 オフィス会員及びパートナー会員のサポート業務	第一インキュ	337:17:00	337:17:00	0:00:00	0:00:00	0:00:00	0:00:00
P25011_ものムーブ2025	第二インキュ	263:36:00	0:00:00	263:36:00	0:00:00	0:00:00	0:00:00
P25012_K-NIC運営業務	第三インキュ	799:03:00	0:00:00	0:00:00	799:03:00	0:00:00	0:00:00
P25013_「うべ産業共創イノベーションセンター 志」運営業務	第二インキュ	322:12:00	0:00:00	322:12:00	0:00:00	0:00:00	0:00:00
P25014_令和7年度川崎起業家オーディション審査員	第三インキュ	9:25:00	0:00:00	0:00:00	9:25:00	0:00:00	0:00:00
P25015_千代田区産業コミュニティ形成支援事業　千代田CULTURE × TECH	第二インキュ	76:58:00	0:00:00	76:58:00	0:00:00	0:00:00	0:00:00
P25016_新宿区経営サポート事業	第二インキュ	284:55:00	0:00:00	284:55:00	0:00:00	0:00:00	0:00:00
P25017_新川崎地区ネットワーク協議会	第三インキュ	16:27:00	0:00:00	0:00:00	16:27:00	0:00:00	0:00:00
P25018_IntoGlobal	第四インキュ	169:37:00	0:00:00	0:00:00	0:00:00	169:37:00	0:00:00
P25019_産業情報かわさき	第三インキュ	1:46:00	0:00:00	0:00:00	1:46:00	0:00:00	0:00:00
P25020_神奈川県_令和7年度次世代起業家創出事業	第三インキュ	340:58:00	0:00:00	0:00:00	340:58:00	0:00:00	0:00:00
P25021_江戸川区アントレプレナー交流事業　EDONOWA	第二インキュ	119:33:00	0:00:00	119:33:00	0:00:00	0:00:00	0:00:00
P25022_東京都ベンチャー技術大賞	第二インキュ	311:16:00	0:00:00	311:16:00	0:00:00	0:00:00	0:00:00
P25023_令和６年度「新事業分野開拓者認定制度(東京都トライアル発注)」	第一インキュ	307:40:00	307:40:00	0:00:00	0:00:00	0:00:00	0:00:00
P25025_JICAジョージアSUエコシステム支援	事業開発	10:35:00	0:00:00	0:00:00	0:00:00	0:00:00	10:35:00
P25026_JICAセルビアスタートアップ支援	事業開発	16:43:00	0:00:00	0:00:00	0:00:00	0:00:00	16:43:00
P25027_チュニジア大学ISTIC	事業開発	16:16:00	0:00:00	0:00:00	0:00:00	0:00:00	16:16:00
P25028_令和7年度商業者創業支援プログラム事業	第一インキュ	18:11:00	18:11:00	0:00:00	0:00:00	0:00:00	0:00:00
P25029_京都市コンテンツ制作支援・ＰＲ支援業務	第四インキュ	60:04:00	0:00:00	0:00:00	0:00:00	60:04:00	0:00:00
P25030_プロロジス	第一インキュ	116:13:00	116:13:00	0:00:00	0:00:00	0:00:00	0:00:00
P25031_令和7年度_FTC事業化プログラム	第三インキュ	272:45:00	0:00:00	0:00:00	272:45:00	0:00:00	0:00:00
P25032_品川区スタートアップ・エコシステム推進事業業務委託	第一インキュ	225:21:00	225:21:00	0:00:00	0:00:00	0:00:00	0:00:00
P25033_令和７年度沖縄県立芸術大学キャリア支援事業	第一インキュ	143:14:00	143:14:00	0:00:00	0:00:00	0:00:00	0:00:00
P25034_京都府ZET-valleyオフィス 2025	第四インキュ	422:19:00	0:00:00	0:00:00	0:00:00	422:19:00	0:00:00
P25035_京都芸術センター・アート×ビジネス推進事業 R7	第四インキュ	43:24:00	0:00:00	0:00:00	0:00:00	43:24:00	0:00:00
P25036_あいち補助金2025	第二インキュ	262:45:00	0:00:00	262:45:00	0:00:00	0:00:00	0:00:00
P25037_KYO-CCE Lab	第四インキュ	288:13:00	0:00:00	0:00:00	0:00:00	288:13:00	0:00:00
P25038_早暁プログラム運営支援	第一インキュ	14:00:00	14:00:00	0:00:00	0:00:00	0:00:00	0:00:00
P25039_埼玉県学生向け起業伴走プログラム	第二インキュ	278:08:00	0:00:00	278:08:00	0:00:00	0:00:00	0:00:00
P25040_愛知県起業家創出促進事業　Aichi Startup Battle	第二インキュ	63:42:00	0:00:00	63:42:00	0:00:00	0:00:00	0:00:00
P25041_嘉手納町プログラミング力育成事業(小学校)	第一インキュ	20:29:00	20:29:00	0:00:00	0:00:00	0:00:00	0:00:00
P25042_嘉手納町プログラミング力育成事業(中学生)	第一インキュ	20:02:00	20:02:00	0:00:00	0:00:00	0:00:00	0:00:00
P25043_世界に羽ばたくアニメーター等育成支援事業運営業務委託	第四インキュ	25:49:00	0:00:00	0:00:00	0:00:00	25:49:00	0:00:00
P25044_横浜市SWITCHプログラム	事業開発	76:53:00	0:00:00	0:00:00	0:00:00	0:00:00	76:53:00
P25045_チリ・イノベーション運営	事業開発	112:57:00	0:00:00	0:00:00	0:00:00	0:00:00	112:57:00
P25046_2025年度大阪府テック_シーズ開拓	第三インキュ	137:49:00	0:00:00	0:00:00	137:49:00	0:00:00	0:00:00
P25047_名古屋市補助金アクセラ	第二インキュ	66:07:00	0:00:00	66:07:00	0:00:00	0:00:00	0:00:00
P25048_ローカル・ゼブラ向けセミナー運営業務	第二インキュ	5:00:00	0:00:00	5:00:00	0:00:00	0:00:00	0:00:00
P25049_令和8年度「新事業分野開拓者認定制度（東京都トライアル発注）」に関する運営業務委託	第一インキュ	209:27:00	209:27:00	0:00:00	0:00:00	0:00:00	0:00:00
P25050_品川ビジネス創造コンテスト	第二インキュ	36:45:00	0:00:00	36:45:00	0:00:00	0:00:00	0:00:00
